Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Mileage(km/L),Engine(CC),Power(bhp),Brand,Country,Continent,Price_Cat,City_population,Name
Mumbai,14946.36,2015,68000,Petrol,Automatic,Second,5.0,14.28,1798.0,138.03,Toyota,Japan,Asia,c3,20961,Toyota Corolla Altis VL AT
Kolkata,9657.65,2014,40748,Petrol,Manual,First,5.0,14.53,1798.0,138.0,Toyota,Japan,Asia,c3,15134,Toyota Corolla 1.8 J
Hyderabad,32192.16,2013,60000,Diesel,Automatic,First,5.0,17.32,1968.0,184.0,Audi,Germany,Europe,c5,10534,Audi Q3 2.0 TDI Quattro
Mumbai,7128.26,2014,12400,Diesel,Manual,First,5.0,21.9,1396.0,88.8,Hyundai,Korea,Asia,c2,20961,Hyundai i20 Magna Optional 1.4 CRDi
Mumbai,26060.32,2013,87000,Diesel,Automatic,Second,5.0,19.27,2143.0,167.62,Mercedes-Benz,Germany,Europe,c4,20961,Mercedes-Benz New C-Class C 220d Avantgarde Edition C
Pune,6668.38,2013,20248,Diesel,Manual,First,5.0,21.1,1248.0,73.9,Maruti,India,Asia,c2,6987,Maruti Ritz VDi
Coimbatore,22718.47,2017,52383,Diesel,Manual,First,5.0,19.67,1582.0,126.2,Hyundai,Korea,Asia,c4,2935,Hyundai Creta 1.6 SX Plus Diesel
Delhi,61318.4,2018,1000,Diesel,Automatic,First,5.0,13.6,1999.0,177.0,Jaguar,UK,Europe,c5,32066,Jaguar XE 2.0L Diesel Prestige
Chennai,9427.7,2016,85000,Diesel,Manual,First,7.0,14.95,2489.0,93.7,Mahindra,India,Asia,c3,11503,Mahindra Xylo D4
Ahmedabad,17245.8,2014,47000,Diesel,Manual,First,7.0,12.99,2494.0,100.6,Toyota,Japan,Asia,c4,8450,Toyota Innova 2.5 G (Diesel) 7 Seater
Pune,49054.72,2018,17585,Petrol,Automatic,First,5.0,19.16,2494.0,157.7,Toyota,Japan,Asia,c5,6987,Toyota Camry 2.5 Hybrid
Coimbatore,69933.64,2018,32496,Diesel,Automatic,First,5.0,13.22,2967.0,241.4,Audi,Germany,Europe,c5,2935,Audi Q5 3.0 TDI Quattro
Kochi,9565.67,2017,34613,Diesel,Manual,First,5.0,28.4,1248.0,74.0,Maruti,India,Asia,c3,3301,Maruti Swift VDI
Chennai,7358.21,2015,153000,Diesel,Manual,First,7.0,20.77,1248.0,88.76,Maruti,India,Asia,c2,11503,Maruti Ertiga VDI Limited Edition
Chennai,6898.32,2014,54000,Petrol,Manual,Second,5.0,16.1,1197.0,85.0,Maruti,India,Asia,c2,11503,Maruti Swift VXi BSIV
Kochi,5932.56,2015,16900,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c2,3301,Hyundai i10 Sportz
Delhi,4215.64,2013,62334,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,32066,Hyundai i10 Sportz
Kochi,10071.55,2018,23714,Petrol,Manual,First,5.0,21.4,1197.0,83.1,Maruti,India,Asia,c3,3301,Maruti Baleno Sigma 1.2
Jaipur,3065.92,2010,52325,Petrol,Manual,First,5.0,16.36,1495.0,93.7,Hyundai,Korea,Asia,c1,4107,Hyundai Accent Executive
Ahmedabad,5595.3,2012,50000,Petrol,Manual,First,5.0,19.4,1198.0,86.8,Honda,Japan,Asia,c2,8450,Honda Brio S MT
Hyderabad,10654.07,2016,55746,Diesel,Manual,First,5.0,22.9,1248.0,74.0,Maruti,India,Asia,c3,10534,Maruti Swift ZDi
Bangalore,8431.28,2014,54000,Petrol,Manual,First,5.0,20.14,1197.0,81.86,Hyundai,Korea,Asia,c2,13193,Hyundai Xcent 1.2 VTVT S
Kolkata,10730.72,2013,43000,Diesel,Manual,First,7.0,16.0,2179.0,140.0,Mahindra,India,Asia,c3,15134,Mahindra XUV500 W8 2WD
Delhi,36791.04,2014,40000,Diesel,Automatic,First,5.0,13.0,2143.0,201.1,Mercedes-Benz,Germany,Europe,c5,32066,Mercedes-Benz E-Class E250 CDI Avantgrade
Bangalore,16862.56,2010,125000,Diesel,Automatic,Second,5.0,17.56,2179.0,115.0,Land-Rover,India,Asia,c4,13193,Land Rover Freelander 2 TD4 S
Bangalore,49821.2,2016,51944,Diesel,Automatic,First,5.0,19.27,2143.0,170.0,Mercedes-Benz,Germany,Europe,c5,13193,Mercedes-Benz New C-Class C 220 CDI Avantgarde
Kochi,9887.59,2015,46950,Diesel,Manual,First,5.0,21.27,1396.0,88.76,Hyundai,Korea,Asia,c3,3301,Hyundai i20 Asta 1.4 CRDi
Mumbai,24144.12,2015,23000,Diesel,Automatic,First,5.0,19.3,1968.0,141.0,Skoda,Germany,Europe,c4,20961,Skoda Octavia Elegance 2.0 TDI AT
Mumbai,8431.28,2014,54546,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c2,20961,Honda City 1.5 S MT
Kochi,29172.23,2015,51535,Diesel,Automatic,First,7.0,12.55,2982.0,168.5,Toyota,Japan,Asia,c4,3301,Toyota Fortuner 4x2 AT
Kolkata,23377.64,2013,45000,Diesel,Automatic,First,5.0,17.32,1968.0,184.0,Audi,Germany,Europe,c4,15134,Audi Q3 2.0 TDI Quattro
Hyderabad,3679.1,2012,46004,Petrol,Manual,First,5.0,20.92,998.0,67.1,Maruti,India,Asia,c1,10534,Maruti Alto K10 2010-2014 VXI
Chennai,3525.81,2011,124000,Diesel,Manual,First,5.0,23.03,1396.0,69.0,Tata,India,Asia,c1,11503,Tata Indigo eCS LX BSIV
Kochi,21997.98,2014,77395,Diesel,Automatic,First,5.0,17.11,1968.0,174.33,Audi,Germany,Europe,c4,3301,Audi A4 2.0 TDI 177 Bhp Premium Plus
Mumbai,5365.36,2018,10600,CNG,Manual,First,4.0,33.44,796.0,40.3,Maruti,India,Asia,c1,20961,Maruti Alto 800 2016-2019 CNG LXI
Kochi,18349.53,2018,22974,Petrol,Automatic,First,5.0,18.0,1497.0,117.3,Honda,Japan,Asia,c4,3301,Honda City i-VTEC CVT VX
Jaipur,2452.74,2009,89000,Petrol,Manual,Second,5.0,30.48,999.0,55.0,Hyundai,Korea,Asia,c1,4107,Hyundai Santro GLS I - Euro II
Ahmedabad,28972.94,2015,65012,Diesel,Manual,First,7.0,14.24,2755.0,174.5,Toyota,Japan,Asia,c4,8450,Toyota Fortuner 2.8 2WD MT
Ahmedabad,8277.98,2017,17125,Petrol,Manual,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,8450,Hyundai Grand i10 Sportz
Hyderabad,4522.23,2015,90413,Petrol,Manual,First,7.0,15.1,1196.0,73.0,Maruti,India,Asia,c1,10534,Maruti Eeco 7 Seater Standard
Bangalore,7818.1,2013,37000,Petrol,Manual,First,5.0,16.47,1198.0,73.9,Volkswagen,Germany,Europe,c2,13193,Volkswagen Polo Petrol Highline 1.2L
Jaipur,2299.44,2006,65000,Petrol,Manual,First,5.0,18.9,1061.0,67.0,Maruti,India,Asia,c1,4107,Maruti Wagon R LXI Minor
Bangalore,7511.5,2011,66000,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c2,13193,Honda City 1.5 V MT
Mumbai,4445.58,2010,86000,Petrol,Manual,First,5.0,14.8,1799.0,130.2,Honda,Japan,Asia,c1,20961,Honda Civic 2010-2013 1.8 S MT
Pune,1762.9,2005,98437,Petrol,Manual,First,5.0,13.0,1493.0,100.0,Honda,Japan,Asia,c1,6987,Honda City 1.5 EXI
Kolkata,3525.81,2010,18000,Petrol,Manual,First,5.0,18.5,1197.0,80.0,Hyundai,Korea,Asia,c1,15134,Hyundai i20 1.2 Magna
Kochi,9182.43,2018,35070,Diesel,Manual,First,5.0,24.0,1120.0,70.0,Hyundai,Korea,Asia,c3,3301,Hyundai Grand i10 CRDi Sportz Celebration Edition
Pune,5212.06,2011,42000,Petrol,Automatic,Third,5.0,14.4,1598.0,103.6,Volkswagen,Germany,Europe,c1,6987,Volkswagen Vento Petrol Highline AT
Kolkata,2606.03,2009,40000,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,15134,Hyundai i10 Sportz 1.2
Kolkata,3050.59,2009,43000,Petrol,Manual,First,5.0,17.0,1197.0,80.0,Hyundai,Korea,Asia,c1,15134,Hyundai i20 Asta
Pune,3832.4,2012,65000,Petrol,Manual,First,5.0,18.6,1199.0,79.4,Chevrolet,USA,America,c1,6987,Chevrolet Beat LS
Hyderabad,7434.86,2013,74000,Diesel,Manual,First,5.0,22.07,1199.0,73.9,Volkswagen,Germany,Europe,c2,10534,Volkswagen Polo Diesel Highline 1.2L
Hyderabad,4062.34,2010,51192,Petrol,Manual,First,5.0,15.6,1196.0,70.0,Ford,USA,America,c1,10534,Ford Figo Petrol LXI
Kochi,41926.46,2014,14262,Petrol,Automatic,First,2.0,9.9,1984.0,207.8,Audi,Germany,Europe,c5,3301,Audi TT 2.0 TFSI
Jaipur,10577.42,2015,66339,Diesel,Manual,Second,5.0,25.1,1498.0,98.6,Honda,Japan,Asia,c3,4107,Honda City i DTEC VX
Hyderabad,5365.36,2013,90200,Diesel,Manual,First,5.0,20.0,1399.0,68.05,Ford,USA,America,c1,10534,Ford Figo Diesel Titanium
Delhi,19162.0,2015,57854,Diesel,Manual,First,7.0,12.99,2494.0,100.6,Toyota,Japan,Asia,c4,32066,Toyota Innova 2.5 ZX Diesel 7 Seater
Delhi,14103.23,2017,32000,Petrol,Automatic,First,5.0,19.12,1373.0,91.1,Maruti,India,Asia,c3,32066,Maruti Ciaz 1.4 AT Alpha
Mumbai,7511.5,2015,29631,Petrol,Automatic,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,20961,Hyundai Grand i10 AT Asta
Delhi,4905.47,2009,55005,Petrol,Manual,First,5.0,12.8,1298.0,100.0,Honda,Japan,Asia,c1,32066,Honda City 1.3 DX
Kochi,8507.93,2014,54173,Petrol,Manual,First,5.0,18.88,999.0,123.24,Ford,USA,America,c2,3301,Ford EcoSport 1.0 Ecoboost Titanium Plus BE
Ahmedabad,20694.96,2014,50000,Petrol,Automatic,First,5.0,14.7,1798.0,177.6,Skoda,Germany,Europe,c4,8450,Skoda Octavia Ambition 1.8 TSI AT
Kolkata,3985.7,2010,145000,Diesel,Manual,First,5.0,20.4,1248.0,91.7,Fiat,Italy,Europe,c1,15134,Fiat Linea Emotion (Diesel)
Jaipur,6898.32,2015,78000,Petrol,Manual,First,5.0,16.1,1298.0,88.2,Maruti,India,Asia,c2,4107,Maruti Swift Lxi BSIII
Delhi,52120.64,2013,65000,Diesel,Automatic,Second,7.0,11.8,2993.0,180.0,Land-Rover,India,Asia,c5,32066,Land Rover Discovery 4 TDV6 SE
Hyderabad,18395.52,2012,120000,Diesel,Manual,First,7.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c4,10534,Toyota Innova 2.5 V Diesel 7-seater
Mumbai,8048.04,2015,14000,Diesel,Manual,First,5.0,28.4,1248.0,74.0,Maruti,India,Asia,c2,20961,Maruti Swift LDI
Kochi,33050.62,2014,57456,Diesel,Automatic,First,5.0,17.68,1968.0,174.33,Audi,Germany,Europe,c5,3301,Audi A6 2011-2015 2.0 TDI Premium Plus
Coimbatore,37833.45,2012,44450,Diesel,Automatic,First,5.0,22.48,1995.0,190.0,BMW,Germany,Europe,c5,2935,BMW 5 Series 520d Luxury Line
Delhi,5625.96,2013,63777,Petrol,Manual,First,5.0,18.5,1197.0,82.9,Hyundai,Korea,Asia,c2,32066,Hyundai i20 Magna Optional 1.2
Mumbai,45222.32,2016,31000,Diesel,Automatic,First,5.0,17.05,1995.0,190.0,BMW,Germany,Europe,c5,20961,BMW X1 M Sport sDrive 20d
Delhi,4752.18,2012,60000,Petrol,Manual,First,5.0,17.6,1496.0,88.73,Toyota,Japan,Asia,c1,32066,Toyota Etios G
Ahmedabad,4445.58,2015,78008,Diesel,Manual,First,5.0,17.0,1405.0,70.0,Tata,India,Asia,c1,8450,Tata Indigo LX
Bangalore,65917.28,2014,33000,Diesel,Automatic,Second,5.0,7.2,2987.0,165.0,Mercedes-Benz,Germany,Europe,c5,13193,Mercedes-Benz M-Class ML 350 4Matic
Mumbai,24450.71,2009,27078,Petrol,Automatic,First,4.0,10.98,1984.0,114.4,Volkswagen,Germany,Europe,c4,20961,Volkswagen Beetle 2.0
Hyderabad,6898.32,2011,57275,Diesel,Manual,First,5.0,19.7,1598.0,103.6,Volkswagen,Germany,Europe,c2,10534,Volkswagen Polo GT TDI
Delhi,5350.03,2014,45000,Diesel,Manual,First,5.0,24.0,1120.0,70.0,Hyundai,Korea,Asia,c1,32066,Hyundai Grand i10 CRDi Magna
Delhi,6515.08,2014,57319,Diesel,Manual,First,5.0,25.2,1248.0,74.0,Maruti,India,Asia,c2,32066,Maruti Swift VDI BSIV
Chennai,2912.62,2008,121097,Diesel,Manual,Second,5.0,24.0,1396.0,88.76,Hyundai,Korea,Asia,c1,11503,Hyundai Verna CRDi 1.4 E
Mumbai,25401.15,2011,89000,Diesel,Automatic,First,5.0,16.73,1995.0,218.0,BMW,Germany,Europe,c4,20961,BMW 5 Series 2003-2012 525d
Bangalore,8814.52,2012,72000,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c2,13193,Honda City 1.5 S MT
Delhi,21461.44,2013,36000,Diesel,Automatic,Second,5.0,16.55,1968.0,147.51,Audi,Germany,Europe,c4,32066,Audi A4 2.0 TDI
Jaipur,3832.4,2013,86000,Diesel,Manual,Second,5.0,19.5,1248.0,75.0,Fiat,Italy,Europe,c1,4107,Fiat Linea Classic Plus 1.3 Multijet
Ahmedabad,1839.55,2002,85000,Petrol,Manual,First,5.0,13.0,1343.0,90.0,Honda,Japan,Asia,c1,8450,Honda City 1.3 EXI
Pune,1303.02,2005,120000,Petrol,Manual,Second,5.0,15.5,1242.0,72.0,Fiat,Italy,Europe,c1,6987,Fiat Petra 1.2 EL
Kochi,21384.79,2013,37613,Diesel,Automatic,First,5.0,22.69,1995.0,190.0,BMW,Germany,Europe,c4,3301,BMW 3 Series 320d Luxury Line
Chennai,2452.74,2007,100000,Petrol,Manual,First,5.0,16.6,1388.0,68.0,Ford,USA,America,c1,11503,Ford Fiesta 1.4 Duratec EXI
Coimbatore,5518.66,2016,5240,Petrol,Automatic,First,4.0,21.9,624.0,37.48,Tata,India,Asia,c2,2935,Tata Nano XTA
Mumbai,6898.32,2018,20000,CNG,Manual,First,5.0,15.1,1196.0,73.0,Maruti,India,Asia,c2,20961,Maruti Eeco 5 STR With AC Plus HTR CNG
Coimbatore,9289.74,2019,16862,Petrol,Manual,First,5.0,20.89,1197.0,81.8,Maruti,India,Asia,c3,2935,Maruti Ignis 1.2 Delta
Coimbatore,8109.36,2013,59254,Petrol,Manual,Second,5.0,17.5,1298.0,85.8,Maruti,India,Asia,c2,2935,Maruti Swift Dzire ZXi
Jaipur,8814.52,2014,60000,Diesel,Manual,First,5.0,22.7,1498.0,89.84,Ford,USA,America,c2,4107,Ford Ecosport 1.5 DV5 MT Titanium
Hyderabad,8891.17,2015,50295,Petrol,Manual,First,5.0,16.1,1248.0,88.5,Maruti,India,Asia,c3,10534,Maruti Swift 1.3 ZXI
Coimbatore,8768.53,2014,47674,Petrol,Manual,First,5.0,19.1,1197.0,85.8,Maruti,India,Asia,c2,2935,Maruti Swift Dzire VXI
Kochi,6729.69,2014,61517,Petrol,Automatic,First,5.0,16.95,1197.0,78.9,Hyundai,Korea,Asia,c2,3301,Hyundai i10 Sportz AT
Coimbatore,16939.21,2016,62946,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c4,2935,Mahindra XUV500 W6 2WD
Delhi,7404.2,2015,66823,Diesel,Manual,Second,5.0,22.54,1396.0,88.73,Hyundai,Korea,Asia,c2,32066,Hyundai i20 Magna 1.4 CRDi
Pune,4537.56,2013,79494,CNG,Manual,First,5.0,33.54,998.0,67.04,Maruti,India,Asia,c1,6987,Maruti Wagon R CNG LXI
Chennai,6898.32,2012,107000,Diesel,Manual,Second,5.0,21.27,1396.0,88.76,Hyundai,Korea,Asia,c2,11503,Hyundai i20 Asta 1.4 CRDi
Mumbai,29892.72,2011,55000,Diesel,Automatic,Second,5.0,16.46,2993.0,258.0,BMW,Germany,Europe,c4,20961,BMW 7 Series 730Ld
Mumbai,13413.4,2017,24000,Petrol,Automatic,First,5.0,14.3,1598.0,103.52,Skoda,Germany,Europe,c3,20961,Skoda Rapid 1.6 MPI AT Style Plus
Mumbai,102708.32,2016,20002,Diesel,Automatic,First,7.0,14.75,2967.0,245.0,Audi,Germany,Europe,c5,20961,Audi Q7 45 TDI Quattro Technology
Kochi,12876.86,2016,54317,Petrol,Manual,First,5.0,17.4,1497.0,117.3,Honda,Japan,Asia,c3,3301,Honda City i VTEC VX
Mumbai,7649.47,2016,10200,Petrol,Manual,First,5.0,19.1,1197.0,82.0,Hyundai,Korea,Asia,c2,20961,Hyundai Xcent 1.2 Kappa SX
Coimbatore,12539.61,2016,24337,Diesel,Manual,First,5.0,26.0,1498.0,98.6,Honda,Japan,Asia,c3,2935,Honda City i DTec E
Pune,4445.58,2012,79000,Petrol,Manual,First,5.0,18.4,1198.0,86.8,Honda,Japan,Asia,c1,6987,Honda Brio S Option MT
Jaipur,10884.02,2015,40500,Diesel,Manual,First,5.0,28.09,1248.0,88.5,Maruti,India,Asia,c3,4107,Maruti Ciaz ZDi Plus SHVS
Pune,10807.37,2016,23000,Diesel,Manual,First,5.0,26.59,1248.0,74.0,Maruti,India,Asia,c3,6987,Maruti Swift Dzire VDI Optional
Pune,26826.8,2015,63050,Petrol,Automatic,First,5.0,11.1,2354.0,158.8,Honda,Japan,Asia,c4,6987,Honda CR-V 2.4L 4WD AT
Mumbai,5227.39,2008,78000,Petrol,Automatic,Second,5.0,14.53,1794.0,138.1,Toyota,Japan,Asia,c1,20961,Toyota Corolla Altis 2008-2013 1.8 VL AT
Pune,1992.85,2005,70000,Petrol,Manual,First,5.0,12.0,1590.0,82.0,Maruti,India,Asia,c1,6987,Maruti Baleno Vxi
Coimbatore,8707.21,2012,66245,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c2,2935,Honda City 1.5 V MT
Bangalore,6285.14,2007,74112,Diesel,Manual,First,9.0,12.05,2179.0,120.0,Mahindra,India,Asia,c2,13193,Mahindra Scorpio LX BS IV
Delhi,6131.84,2011,87670,Petrol,Manual,First,5.0,13.4,1798.0,157.8,Skoda,Germany,Europe,c2,32066,Skoda Laura 1.8 TSI Ambiente
Hyderabad,45988.8,2015,10000,Diesel,Automatic,First,5.0,18.88,1995.0,184.0,BMW,Germany,Europe,c5,10534,BMW 3 Series 320d Sport Line
Chennai,2759.33,2007,62493,Petrol,Manual,First,5.0,15.0,1586.0,104.68,Maruti,India,Asia,c1,11503,Maruti SX4 Zxi BSIII
Kochi,10623.41,2015,44620,Petrol,Manual,First,5.0,20.73,1373.0,91.1,Maruti,India,Asia,c3,3301,Maruti Ciaz VXi Plus
Bangalore,107307.2,2012,66538,Diesel,Automatic,First,7.0,10.2,4367.0,308.0,Land-Rover,India,Asia,c5,13193,Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel
Ahmedabad,12110.38,2013,60000,Diesel,Manual,First,7.0,12.99,2494.0,100.0,Toyota,Japan,Asia,c3,8450,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV
Kochi,4261.63,2011,20842,Petrol,Manual,First,5.0,17.92,1086.0,62.0,Hyundai,Korea,Asia,c1,3301,Hyundai Santro Xing GL
Chennai,22074.62,2014,110000,Diesel,Automatic,First,7.0,13.01,2199.0,194.3,Hyundai,Korea,Asia,c4,11503,Hyundai Santa Fe 4WD AT
Mumbai,20694.96,2011,45000,Petrol,Automatic,Second,5.0,11.74,1796.0,186.0,Mercedes-Benz,Germany,Europe,c4,20961,Mercedes-Benz New C-Class C250 Avantgarde
Mumbai,4828.82,2014,40000,CNG,Manual,Second,5.0,26.6,998.0,58.16,Maruti,India,Asia,c1,20961,Maruti Wagon R LXI CNG
Coimbatore,4414.92,2012,49008,Petrol,Manual,First,5.0,19.7,796.0,46.3,Maruti,India,Asia,c1,2935,Maruti Alto LXi
Kolkata,3295.86,2016,31000,Petrol,Manual,First,5.0,24.7,796.0,47.3,Maruti,India,Asia,c1,15134,Maruti Alto 800 2016-2019 LXI
Pune,5748.6,2013,8000,Petrol,Manual,First,5.0,16.95,1498.0,97.7,Nissan,Japan,Asia,c2,6987,Nissan Sunny 2011-2014 XV
Mumbai,5518.66,2019,171,Petrol,Manual,First,5.0,24.7,796.0,47.3,Maruti,India,Asia,c2,20961,Maruti Alto 800 2016-2019 VXI
Kolkata,5518.66,2018,2100,Petrol,Manual,First,5.0,24.07,998.0,67.1,Maruti,India,Asia,c2,15134,Maruti Alto K10 VXI
Coimbatore,11573.85,2018,20667,Petrol,Automatic,First,5.0,18.9,1197.0,81.86,Hyundai,Korea,Asia,c3,2935,Hyundai Grand i10 1.2 Kappa Sportz AT
Kolkata,7204.91,2015,50000,Diesel,Manual,First,7.0,24.2,1498.0,98.6,Honda,Japan,Asia,c2,15134,Honda Mobilio S i DTEC
Jaipur,2452.74,2010,100030,Diesel,Manual,Second,5.0,18.8,1248.0,90.0,Tata,India,Asia,c1,4107,Tata Manza Aqua Quadrajet
Pune,5120.09,2011,75372,Diesel,Manual,First,5.0,16.52,1991.0,123.7,Chevrolet,USA,America,c1,6987,Chevrolet Optra Magnum 2.0 LT
Kochi,13949.94,2016,60475,Petrol,Automatic,First,5.0,18.0,1497.0,117.3,Honda,Japan,Asia,c3,3301,Honda City i VTEC CVT VX
Kochi,9458.36,2019,18453,Petrol,Manual,First,5.0,18.9,1197.0,81.86,Hyundai,Korea,Asia,c3,3301,Hyundai Grand i10 1.2 Kappa Sportz
Hyderabad,3832.4,2008,96578,Diesel,Manual,First,5.0,22.0,1582.0,126.2,Hyundai,Korea,Asia,c1,10534,Hyundai Verna CRDi 1.6 SX
Kolkata,4598.88,2016,31001,Petrol,Manual,First,5.0,18.44,1198.0,75.0,Nissan,Japan,Asia,c1,15134,Nissan Micra XL
Jaipur,8814.52,2012,65900,Diesel,Manual,First,5.0,22.32,1582.0,126.32,Hyundai,Korea,Asia,c2,4107,Hyundai Verna 1.6 SX
Bangalore,16479.32,2017,26246,Petrol,Manual,First,5.0,15.29,1591.0,121.3,Hyundai,Korea,Asia,c4,13193,Hyundai Creta 1.6 VTVT E Plus
Jaipur,4368.94,2013,62700,Petrol,Manual,Second,5.0,20.51,998.0,67.04,Maruti,India,Asia,c1,4107,Maruti Wagon R VXI BS IV
Chennai,9964.24,2008,90000,Petrol,Automatic,First,5.0,10.2,2354.0,180.0,Honda,Japan,Asia,c3,11503,Honda Accord 2.4 Elegance A/T
Bangalore,14486.47,2016,36000,Petrol,Automatic,First,5.0,16.8,1497.0,118.0,Honda,Japan,Asia,c3,13193,Honda City 1.5 S AT
Delhi,10347.48,2016,46000,Diesel,Manual,First,5.0,27.39,1248.0,74.0,Maruti,India,Asia,c3,32066,Maruti Baleno Alpha 1.3
Coimbatore,11880.44,2017,73003,Diesel,Manual,First,5.0,26.0,1498.0,98.6,Honda,Japan,Asia,c3,2935,Honda City i DTec V
Kochi,6745.02,2014,46566,Diesel,Manual,First,5.0,22.54,1396.0,88.76,Hyundai,Korea,Asia,c2,3301,Hyundai i20 Era 1.4 CRDi
Jaipur,64384.32,2015,41493,Diesel,Automatic,First,5.0,13.0,2987.0,265.0,Mercedes-Benz,Germany,Europe,c5,4107,Mercedes-Benz E-Class 2015-2017 E350 Edition E
Kochi,8691.88,2014,103788,Diesel,Manual,First,5.0,19.01,1461.0,108.5,Nissan,Japan,Asia,c2,3301,Nissan Terrano XV 110 PS
Bangalore,17629.04,2016,45000,Diesel,Automatic,First,5.0,19.6,1461.0,108.45,Renault,France,Europe,c4,13193,Renault Duster 110PS Diesel RxZ AMT
Pune,2590.7,2009,120000,Petrol,Manual,First,5.0,18.9,998.0,67.1,Maruti,India,Asia,c1,6987,Maruti Wagon R LXI Minor
Jaipur,2759.33,2009,97359,Diesel,Manual,Second,5.0,17.1,1493.0,110.0,Hyundai,Korea,Asia,c1,4107,Hyundai Getz 1.5 CRDi GVS
Mumbai,4905.47,2016,62000,Petrol,Manual,First,5.0,18.5,1197.0,85.8,Maruti,India,Asia,c1,20961,Maruti Ritz LXi
Pune,2299.44,2004,115000,Petrol,Manual,Second,5.0,17.8,1493.0,100.0,Honda,Japan,Asia,c1,6987,Honda City 1.5 GXI
Kochi,70301.55,2019,18373,Diesel,Automatic,First,5.0,22.48,1995.0,187.74,BMW,Germany,Europe,c5,3301,BMW 5 Series 520d Sport Line
Hyderabad,7818.1,2016,60453,Petrol,Manual,First,5.0,16.47,1198.0,74.0,Volkswagen,Germany,Europe,c2,10534,Volkswagen Polo 1.2 MPI Highline
Pune,7434.86,2013,37000,Diesel,Manual,First,5.0,17.8,1248.0,74.0,Maruti,India,Asia,c2,6987,Maruti Swift VDI BSIV
Mumbai,3679.1,2010,69009,Petrol,Manual,Second,5.0,15.6,1196.0,70.0,Ford,USA,America,c1,20961,Ford Figo Petrol ZXI
Hyderabad,33725.12,2013,30000,Diesel,Automatic,First,5.0,18.88,1995.0,184.0,BMW,Germany,Europe,c5,10534,BMW 3 Series 320d Luxury Line
Delhi,6561.07,2012,70707,Diesel,Manual,First,5.0,22.32,1582.0,126.32,Hyundai,Korea,Asia,c2,32066,Hyundai Verna 1.6 SX CRDi (O)
Coimbatore,8691.88,2015,64677,Diesel,Manual,First,5.0,20.45,1461.0,83.8,Renault,France,Europe,c2,2935,Renault Duster 85PS Diesel RxL
Bangalore,9504.35,2018,3000,Petrol,Automatic,First,5.0,18.9,1197.0,81.86,Hyundai,Korea,Asia,c3,13193,Hyundai Grand i10 1.2 Kappa Magna AT
Bangalore,22212.59,2013,49000,Diesel,Automatic,Second,5.0,17.05,1995.0,184.0,BMW,Germany,Europe,c4,13193,BMW X1 sDrive20d
Pune,4598.88,2010,71000,Diesel,Manual,First,5.0,21.1,1248.0,73.9,Maruti,India,Asia,c1,6987,Maruti Ritz VDi
Jaipur,3449.16,2010,52000,Petrol,Manual,Second,5.0,19.81,1086.0,68.05,Hyundai,Korea,Asia,c1,4107,Hyundai i10 Era 1.1 iTech SE
Kochi,67112.99,2016,35659,Diesel,Automatic,First,7.0,15.97,2993.0,258.0,BMW,Germany,Europe,c5,3301,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater
Kochi,17552.39,2019,5377,Petrol,Manual,First,5.0,16.8,1497.0,116.3,Honda,Japan,Asia,c4,3301,Honda City V MT Exclusive
Delhi,16096.08,2014,65000,Diesel,Automatic,First,7.0,11.18,2696.0,184.0,Mahindra,India,Asia,c4,32066,Mahindra Ssangyong Rexton RX7
Coimbatore,11466.54,2015,92708,Diesel,Manual,First,5.0,22.7,1498.0,89.84,Ford,USA,America,c3,2935,Ford Ecosport 1.5 DV5 MT Titanium Optional
Coimbatore,4752.18,2010,48105,Petrol,Manual,First,5.0,19.7,796.0,46.3,Maruti,India,Asia,c1,2935,Maruti Alto LXi
Mumbai,3909.05,2011,46759,Petrol,Manual,First,5.0,16.47,1198.0,74.0,Volkswagen,Germany,Europe,c1,20961,Volkswagen Polo 1.2 MPI Highline
Jaipur,5365.36,2013,62000,Diesel,Manual,First,5.0,22.07,1199.0,73.9,Volkswagen,Germany,Europe,c1,4107,Volkswagen Polo Diesel Comfortline 1.2L
Kolkata,3970.37,2012,35175,Diesel,Manual,First,5.0,22.07,1199.0,73.9,Volkswagen,Germany,Europe,c1,15134,Volkswagen Polo Diesel Highline 1.2L
