Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Mileage(km/L),Engine(CC),Power(bhp),Brand,Country,Continent,Price_Cat,City_population
Kochi,91548.37,2018,31427,Diesel,Automatic,First,5.0,15.68,1999.0,177.0,Land-Rover,India,Asia,c5,3301
Kolkata,9964.24,2016,29000,Diesel,Manual,First,5.0,27.39,1248.0,74.0,Maruti,India,Asia,c3,15134
Ahmedabad,11497.2,2016,56000,Diesel,Manual,First,5.0,28.09,1248.0,88.5,Maruti,India,Asia,c3,8450
Jaipur,3295.86,2007,76000,Petrol,Manual,Second,5.0,15.0,1586.0,104.68,Maruti,India,Asia,c1,4107
Coimbatore,12938.18,2015,53615,Diesel,Manual,First,5.0,22.7,1582.0,126.24,Hyundai,Korea,Asia,c3,2935
Bangalore,19146.67,2013,132000,Diesel,Manual,First,7.0,13.5,2477.0,175.56,Mitsubishi,Japan,Asia,c4,13193
Pune,8400.62,2017,14800,Petrol,Manual,First,5.0,17.0,1198.0,73.75,Volkswagen,Germany,Europe,c2,6987
Hyderabad,6438.43,2013,35433,Petrol,Manual,First,5.0,18.5,1197.0,85.8,Maruti,India,Asia,c2,10534
Hyderabad,11037.31,2013,82966,Diesel,Manual,First,5.0,16.8,1493.0,110.0,Hyundai,Korea,Asia,c3,10534
Jaipur,7358.21,2014,96000,Diesel,Manual,First,5.0,23.4,1248.0,74.0,Maruti,India,Asia,c2,4107
Kochi,8937.16,2017,39528,Diesel,Manual,First,6.0,25.32,1198.0,77.0,Mahindra,India,Asia,c3,3301
Coimbatore,28191.13,2018,92056,Diesel,Manual,First,7.0,13.68,2393.0,147.8,Toyota,Japan,Asia,c4,2935
Pune,8967.82,2016,14930,Petrol,Manual,First,5.0,21.4,1197.0,83.1,Maruti,India,Asia,c3,6987
Mumbai,9519.68,2016,38000,Diesel,Manual,First,5.0,27.3,1498.0,98.6,Honda,Japan,Asia,c3,20961
Delhi,5595.3,2013,71000,Petrol,Manual,First,5.0,17.0,1197.0,80.0,Hyundai,Korea,Asia,c2,32066
Delhi,5671.95,2012,71000,Diesel,Manual,First,5.0,23.0,1396.0,90.0,Hyundai,Korea,Asia,c2,32066
Pune,45988.8,2015,50000,Diesel,Automatic,First,5.0,19.27,2143.0,167.62,Mercedes-Benz,Germany,Europe,c5,6987
Kochi,7434.86,2016,48163,Petrol,Manual,First,5.0,19.1,1197.0,82.0,Hyundai,Korea,Asia,c2,3301
Coimbatore,10623.41,2017,19168,Petrol,Automatic,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c3,2935
Kolkata,3985.7,2016,26000,Petrol,Manual,First,5.0,22.74,796.0,47.3,Maruti,India,Asia,c1,15134
Kolkata,2897.29,2014,37400,Petrol,Manual,First,5.0,18.2,1199.0,82.5,Chevrolet,USA,America,c1,15134
Mumbai,60551.92,2018,8682,Diesel,Automatic,First,5.0,23.0,1950.0,194.0,Mercedes-Benz,Germany,Europe,c5,20961
Mumbai,15329.6,2012,95000,Petrol,Automatic,First,5.0,13.7,1798.0,157.75,Skoda,Germany,Europe,c3,20961
Kolkata,15252.95,2009,34000,Diesel,Automatic,First,5.0,16.55,1968.0,147.51,Audi,Germany,Europe,c3,15134
Mumbai,14486.47,2014,95000,Diesel,Manual,Second,8.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c3,20961
Coimbatore,43306.12,2017,13689,Diesel,Automatic,First,5.0,17.9,2143.0,136.0,Mercedes-Benz,Germany,Europe,c5,2935
Jaipur,2759.33,2008,84000,Petrol,Manual,Second,5.0,19.81,1086.0,68.05,Hyundai,Korea,Asia,c1,4107
Kolkata,2146.14,2008,47000,Petrol,Manual,Second,5.0,17.5,1298.0,85.8,Maruti,India,Asia,c1,15134
Ahmedabad,11113.96,2015,60001,Diesel,Automatic,First,5.0,21.66,1498.0,103.52,Skoda,Germany,Europe,c3,8450
Hyderabad,5518.66,2012,96000,Diesel,Manual,First,5.0,21.1,1248.0,73.9,Maruti,India,Asia,c2,10534
Jaipur,1839.55,2004,47300,Petrol,Manual,Second,5.0,14.4,1599.0,94.0,Hyundai,Korea,Asia,c1,4107
Coimbatore,7572.82,2014,28246,Petrol,Manual,Second,5.0,17.8,1198.0,86.7,Honda,Japan,Asia,c2,2935
Delhi,1916.2,2007,65000,Petrol,Manual,Second,5.0,18.9,998.0,67.1,Maruti,India,Asia,c1,32066
Chennai,7358.21,2013,68000,Diesel,Manual,Second,5.0,22.07,1199.0,73.9,Volkswagen,Germany,Europe,c2,11503
Kochi,47751.7,2019,11209,Diesel,Automatic,First,7.0,12.62,2198.0,158.0,Ford,USA,America,c5,3301
Pune,5058.77,2011,41980,Petrol,Manual,Second,5.0,17.0,1197.0,80.0,Hyundai,Korea,Asia,c1,6987
Bangalore,3679.1,2012,65000,Diesel,Manual,First,5.0,25.44,936.0,57.6,Chevrolet,USA,America,c1,13193
Kolkata,3065.92,2010,38000,Petrol,Manual,First,5.0,14.8,1799.0,130.2,Honda,Japan,Asia,c1,15134
Pune,4752.18,2014,51000,Petrol,Manual,First,5.0,20.51,998.0,67.04,Maruti,India,Asia,c1,6987
Kochi,7802.77,2014,33855,Petrol,Manual,First,5.0,15.0,1598.0,103.6,Skoda,Germany,Europe,c2,3301
Pune,1609.61,2006,146000,Petrol,Manual,Second,5.0,15.4,1590.0,94.0,Maruti,India,Asia,c1,6987
Bangalore,10730.72,2015,47037,Diesel,Manual,Second,5.0,22.77,1498.0,98.59,Ford,USA,America,c3,13193
Ahmedabad,3832.4,2010,58000,Petrol,Manual,Second,5.0,13.2,1495.0,94.0,Hyundai,Korea,Asia,c1,8450
Mumbai,26826.8,2012,61240,Diesel,Automatic,First,5.0,22.48,1995.0,190.0,BMW,Germany,Europe,c4,20961
Chennai,3219.22,2011,91211,Petrol,Manual,First,5.0,20.92,998.0,67.1,Maruti,India,Asia,c1,11503
Bangalore,27210.04,2013,84000,Diesel,Automatic,First,5.0,15.73,1968.0,174.33,Audi,Germany,Europe,c4,13193
Mumbai,2222.79,2008,64226,LPG,Manual,First,5.0,17.3,1061.0,57.5,Maruti,India,Asia,c1,20961
Bangalore,3755.75,2005,67000,Petrol,Automatic,Second,5.0,11.3,1794.0,125.0,Toyota,Japan,Asia,c1,13193
Pune,21154.85,2011,106976,Diesel,Automatic,First,5.0,13.5,2400.0,215.0,Volvo,Sweden,Europe,c4,6987
Kolkata,8967.82,2016,27210,Diesel,Manual,First,5.0,27.3,1498.0,98.6,Honda,Japan,Asia,c3,15134
Delhi,13643.34,2017,26322,Diesel,Manual,First,5.0,28.09,1248.0,88.5,Maruti,India,Asia,c3,32066
Mumbai,7894.74,2016,9107,Petrol,Manual,First,5.0,20.4,1197.0,81.8,Maruti,India,Asia,c2,20961
Kochi,25385.82,2015,63983,Diesel,Automatic,First,5.0,19.27,2143.0,170.0,Mercedes-Benz,Germany,Europe,c4,3301
Chennai,2529.38,2010,134000,Petrol,Manual,Second,5.0,18.9,1061.0,67.0,Maruti,India,Asia,c1,11503
Pune,24527.36,2015,11000,Petrol,Automatic,First,5.0,15.5,1595.0,120.7,Mercedes-Benz,Germany,Europe,c4,6987
Pune,2222.79,2008,93000,Petrol,Manual,First,5.0,17.92,1086.0,62.0,Hyundai,Korea,Asia,c1,6987
Coimbatore,12386.32,2017,24852,Diesel,Automatic,First,5.0,26.59,1248.0,74.0,Maruti,India,Asia,c3,2935
Pune,6898.32,2014,37632,Petrol,Automatic,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,6987
Chennai,6591.73,2013,55000,Petrol,Manual,Second,5.0,16.95,1498.0,97.7,Nissan,Japan,Asia,c2,11503
Hyderabad,3985.7,2010,81448,Petrol,Manual,First,5.0,19.0,998.0,66.1,Maruti,India,Asia,c1,10534
Hyderabad,6821.67,2018,1900,Petrol,Manual,First,5.0,25.17,799.0,53.3,Renault,France,Europe,c2,10534
Coimbatore,8232.0,2012,54957,Petrol,Automatic,First,5.0,17.1,1591.0,121.4,Hyundai,Korea,Asia,c2,2935
Chennai,2682.68,2008,55000,Petrol,Manual,Second,5.0,18.9,1061.0,67.0,Maruti,India,Asia,c1,11503
Kolkata,25293.84,2013,21983,Diesel,Automatic,First,5.0,18.88,1995.0,184.0,BMW,Germany,Europe,c4,15134
Delhi,29126.24,2013,76000,Diesel,Automatic,First,5.0,18.48,1995.0,177.0,BMW,Germany,Europe,c4,32066
Jaipur,4292.29,2016,65000,Diesel,Manual,First,5.0,25.0,1396.0,69.01,Tata,India,Asia,c1,4107
Hyderabad,9504.35,2015,26000,Diesel,Manual,First,5.0,22.54,1396.0,88.73,Hyundai,Korea,Asia,c3,10534
Kochi,5825.25,2019,11571,Petrol,Manual,First,8.0,16.8,796.0,34.2,Maruti,India,Asia,c2,3301
Hyderabad,9351.06,2014,81000,Diesel,Manual,First,5.0,25.2,1248.0,74.0,Maruti,India,Asia,c3,10534
Coimbatore,17858.98,2019,23154,Diesel,Manual,First,5.0,23.0,1498.0,98.96,Ford,USA,America,c4,2935
Mumbai,6361.78,2014,26856,Petrol,Automatic,First,5.0,16.5,1198.0,86.8,Honda,Japan,Asia,c2,20961
Chennai,25293.84,2017,67489,Diesel,Manual,First,7.0,13.68,2393.0,147.8,Toyota,Japan,Asia,c4,11503
Bangalore,6591.73,2008,176000,Diesel,Manual,Second,8.0,10.5,2179.0,120.0,Mahindra,India,Asia,c2,13193
Kolkata,3449.16,2010,18000,Petrol,Manual,First,5.0,18.5,1197.0,80.0,Hyundai,Korea,Asia,c1,15134
Ahmedabad,10347.48,2014,63003,Diesel,Manual,First,5.0,22.32,1582.0,126.32,Hyundai,Korea,Asia,c3,8450
Chennai,14409.82,2014,80000,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c3,11503
Coimbatore,8262.65,2014,56658,Diesel,Manual,First,5.0,20.64,1498.0,108.5,Volkswagen,Germany,Europe,c2,2935
Kochi,13045.49,2019,18592,Diesel,Manual,First,5.0,26.59,1248.0,74.0,Maruti,India,Asia,c3,3301
Pune,2835.98,2010,75695,Petrol,Manual,First,5.0,13.7,1368.0,88.8,Tata,India,Asia,c1,6987
Kolkata,3832.4,2012,82000,Diesel,Manual,Second,5.0,22.9,1248.0,74.0,Maruti,India,Asia,c1,15134
Chennai,7281.56,2013,60000,Diesel,Manual,First,5.0,22.07,1199.0,73.9,Volkswagen,Germany,Europe,c2,11503
Pune,5365.36,2009,138000,Petrol,Manual,Second,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c1,6987
Bangalore,8431.28,2014,67000,Diesel,Manual,First,5.0,23.0,1396.0,90.0,Hyundai,Korea,Asia,c2,13193
Coimbatore,9703.64,2012,42750,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c3,2935
Kochi,3786.41,2014,52398,Diesel,Manual,First,5.0,25.44,936.0,57.6,Chevrolet,USA,America,c1,3301
Kochi,5058.77,2014,36657,Petrol,Manual,First,5.0,16.2,995.0,62.1,Chevrolet,USA,America,c1,3301
Delhi,5365.36,2011,77000,Diesel,Manual,Second,7.0,11.57,2179.0,138.1,Tata,India,Asia,c1,32066
Delhi,59402.2,2014,85000,Diesel,Automatic,First,7.0,11.3,2987.0,254.8,Mercedes-Benz,Germany,Europe,c5,32066
Pune,12248.35,2008,112500,Diesel,Automatic,First,5.0,11.5,2993.0,235.0,BMW,Germany,Europe,c3,6987
Kochi,20357.71,2013,105072,Diesel,Manual,First,7.0,14.24,2755.0,174.5,Toyota,Japan,Asia,c4,3301
Pune,14563.12,2012,80000,Petrol,Automatic,First,5.0,11.25,1995.0,150.0,BMW,Germany,Europe,c3,6987
Kochi,21476.77,2019,3102,Diesel,Manual,First,5.0,20.37,1461.0,108.45,Renault,France,Europe,c4,3301
Coimbatore,10715.39,2016,14656,Diesel,Manual,First,5.0,24.4,1120.0,71.0,Hyundai,Korea,Asia,c3,2935
Hyderabad,16862.56,2010,105000,Diesel,Automatic,Second,5.0,13.2,1995.0,170.0,BMW,Germany,Europe,c4,10534
Hyderabad,16862.56,2008,61000,Petrol,Automatic,Second,5.0,10.8,2497.0,215.0,BMW,Germany,Europe,c4,10534
Pune,3525.81,2010,85046,Petrol,Manual,Second,5.0,18.06,1198.0,75.0,Nissan,Japan,Asia,c1,6987
Delhi,40623.44,2014,48000,Diesel,Automatic,First,5.0,16.36,2179.0,187.7,Jaguar,UK,Europe,c5,32066
Bangalore,102708.32,2011,55000,Diesel,Automatic,First,7.0,10.2,4367.0,308.0,Land-Rover,India,Asia,c5,13193
Mumbai,27210.04,2017,4000,Petrol,Automatic,First,5.0,16.0,1368.0,160.0,Jeep,USA,America,c4,20961
Delhi,7358.21,2010,94000,Petrol,Automatic,Second,5.0,10.1,2354.0,152.0,Honda,Japan,Asia,c2,32066
Coimbatore,7005.63,2013,61110,Petrol,Manual,First,5.0,18.6,1197.0,85.8,Maruti,India,Asia,c2,2935
Chennai,5365.36,2016,80000,Diesel,Manual,First,5.0,24.4,1120.0,71.0,Hyundai,Korea,Asia,c1,11503
Kochi,11665.83,2015,43190,Diesel,Manual,First,5.0,19.01,1461.0,108.5,Nissan,Japan,Asia,c3,3301
Hyderabad,38324.0,2015,45000,Diesel,Automatic,First,5.0,18.25,1968.0,187.74,Audi,Germany,Europe,c5,10534
Coimbatore,9013.8,2016,44178,Petrol,Manual,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c3,2935
Hyderabad,20694.96,2015,84415,Diesel,Manual,First,8.0,12.99,2494.0,100.6,Toyota,Japan,Asia,c4,10534
Kolkata,7051.62,2015,35000,Petrol,Manual,First,5.0,18.5,1197.0,80.0,Hyundai,Korea,Asia,c2,15134
Kolkata,7511.5,2013,44000,Diesel,Manual,First,5.0,22.77,1498.0,98.59,Ford,USA,America,c2,15134
Hyderabad,8048.04,2012,67635,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c2,10534
Coimbatore,19024.03,2018,18385,Petrol,Automatic,First,5.0,14.8,1497.0,121.36,Ford,USA,America,c4,2935
Kolkata,5825.25,2014,35000,Diesel,Manual,First,5.0,22.07,1199.0,73.9,Volkswagen,Germany,Europe,c2,15134
Mumbai,13719.99,2010,49000,Diesel,Automatic,First,5.0,19.27,2143.0,170.0,Mercedes-Benz,Germany,Europe,c3,20961
Hyderabad,11037.31,2013,69000,Diesel,Manual,First,5.0,22.7,1498.0,89.84,Ford,USA,America,c3,10534
Hyderabad,6898.32,2017,23228,Petrol,Manual,First,5.0,14.4,1396.0,65.0,Tata,India,Asia,c2,10534
Delhi,6361.78,2014,68462,Diesel,Manual,First,5.0,26.59,1248.0,74.0,Maruti,India,Asia,c2,32066
Coimbatore,12171.7,2016,74611,Diesel,Manual,First,5.0,25.1,1248.0,88.5,Maruti,India,Asia,c3,2935
Pune,11113.96,2014,90000,Diesel,Manual,First,5.0,19.01,1461.0,108.45,Renault,France,Europe,c3,6987
Delhi,5671.95,2016,22000,Petrol,Manual,First,5.0,18.9,998.0,67.1,Maruti,India,Asia,c2,32066
Hyderabad,3755.75,2010,58163,Petrol,Manual,First,5.0,17.92,1086.0,62.0,Hyundai,Korea,Asia,c1,10534
Chennai,2299.44,2011,109500,Diesel,Manual,Third,5.0,25.44,936.0,57.6,Chevrolet,USA,America,c1,11503
Delhi,18395.52,2017,13363,Diesel,Manual,First,7.0,16.0,1997.0,140.0,Mahindra,India,Asia,c4,32066
Delhi,3372.51,2012,51000,Petrol,Manual,Second,5.0,19.81,1086.0,68.05,Hyundai,Korea,Asia,c1,32066
Hyderabad,5518.66,2007,103000,Diesel,Manual,First,7.0,13.93,2179.0,138.0,Tata,India,Asia,c2,10534
Kolkata,2943.28,2009,43002,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,15134
Bangalore,31425.68,2016,108000,Diesel,Automatic,First,7.0,11.36,2755.0,171.5,Toyota,Japan,Asia,c4,13193
Jaipur,6515.08,2010,82407,Diesel,Manual,First,5.0,17.5,1896.0,106.0,Skoda,Germany,Europe,c2,4107
Kolkata,4905.47,2013,29000,Petrol,Manual,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c1,15134
Pune,3985.7,2012,225000,Diesel,Manual,Second,5.0,23.59,1364.0,67.0,Toyota,Japan,Asia,c1,6987
Kolkata,5901.9,2014,45000,Diesel,Manual,First,5.0,23.4,1248.0,74.0,Maruti,India,Asia,c2,15134
Kochi,5334.7,2010,93401,Diesel,Manual,First,5.0,23.0,1396.0,90.0,Hyundai,Korea,Asia,c1,3301
Hyderabad,6974.97,2017,95802,Diesel,Manual,Second,5.0,25.83,1498.0,99.0,Ford,USA,America,c2,10534
Pune,10730.72,2016,130000,Diesel,Manual,First,7.0,25.47,1248.0,88.5,Maruti,India,Asia,c3,6987
Ahmedabad,8814.52,2013,67443,Diesel,Manual,First,7.0,20.77,1248.0,88.8,Maruti,India,Asia,c2,8450
Kochi,13382.74,2016,47681,Petrol,Automatic,First,5.0,16.8,1497.0,116.3,Honda,Japan,Asia,c3,3301
Hyderabad,2606.03,2009,35000,Petrol,Manual,First,5.0,19.7,796.0,46.3,Maruti,India,Asia,c1,10534
Hyderabad,45222.32,2016,68000,Diesel,Automatic,First,7.0,10.91,3198.0,197.0,Ford,USA,America,c5,10534
Kochi,16080.75,2019,34688,Diesel,Manual,First,5.0,24.3,1248.0,88.5,Maruti,India,Asia,c4,3301
Kolkata,98109.44,2015,10512,Petrol,Automatic,First,2.0,8.6,2706.0,265.0,Porsche,Germany,Europe,c5,15134
Pune,11573.85,2016,58000,Diesel,Manual,First,5.0,22.9,1248.0,74.0,Maruti,India,Asia,c3,6987
Mumbai,6055.19,2014,40000,Petrol,Manual,First,5.0,17.57,1193.0,88.7,Tata,India,Asia,c2,20961
Bangalore,4982.12,2010,61000,Petrol,Manual,Fourth & Above,5.0,17.0,1197.0,80.0,Hyundai,Korea,Asia,c1,13193
Mumbai,4215.64,2009,86000,Diesel,Manual,First,5.0,19.4,1422.0,70.0,Skoda,Germany,Europe,c1,20961
Kolkata,11267.26,2015,45000,Diesel,Manual,First,5.0,21.43,1364.0,87.2,Toyota,Japan,Asia,c3,15134
Ahmedabad,7204.91,2017,55000,Petrol,Manual,First,5.0,17.0,1198.0,73.75,Volkswagen,Germany,Europe,c2,8450
Kochi,13444.06,2016,36855,Petrol,Manual,Second,5.0,15.29,1591.0,121.3,Hyundai,Korea,Asia,c3,3301
Kochi,5242.72,2013,46821,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,3301
Kolkata,3832.4,2015,120000,Petrol,Manual,First,5.0,18.6,1199.0,76.8,Chevrolet,USA,America,c1,15134
Kolkata,30659.2,2012,29000,Diesel,Automatic,First,5.0,14.74,2993.0,270.9,Jaguar,UK,Europe,c4,15134
Mumbai,8048.04,2014,40000,Petrol,Manual,First,5.0,13.24,1598.0,102.5,Nissan,Japan,Asia,c2,20961
Delhi,22227.92,2013,60000,Diesel,Automatic,Second,5.0,15.73,1968.0,174.33,Audi,Germany,Europe,c4,32066
Mumbai,5288.71,2011,64984,Petrol,Automatic,First,5.0,16.95,1197.0,78.9,Hyundai,Korea,Asia,c1,20961
Pune,5058.77,2015,73204,Petrol,Automatic,First,5.0,24.07,998.0,67.1,Maruti,India,Asia,c1,6987
Bangalore,78180.96,2014,50000,Diesel,Automatic,First,7.0,11.33,4134.0,335.2,Audi,Germany,Europe,c5,13193
Kolkata,9964.24,2017,35000,Diesel,Manual,First,5.0,24.3,1248.0,88.5,Maruti,India,Asia,c3,15134
Hyderabad,5595.3,2013,17729,Petrol,Manual,First,5.0,21.1,814.0,55.2,Hyundai,Korea,Asia,c2,10534
Chennai,11113.96,2012,97000,Diesel,Manual,First,5.0,20.0,1497.0,115.0,Mahindra,India,Asia,c3,11503
Kochi,9213.09,2014,89614,Diesel,Manual,First,5.0,22.0,1582.0,126.2,Hyundai,Korea,Asia,c3,3301
Kolkata,4292.29,2015,14000,Petrol,Manual,First,5.0,18.9,998.0,67.1,Maruti,India,Asia,c1,15134
Chennai,6131.84,2012,50000,Petrol,Manual,First,5.0,17.0,1197.0,80.0,Hyundai,Korea,Asia,c2,11503
Delhi,9121.11,2014,62505,Petrol,Manual,First,5.0,17.4,1497.0,117.3,Honda,Japan,Asia,c3,32066
Chennai,14103.23,2011,248000,Diesel,Manual,Second,7.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c3,11503
Pune,8201.34,2012,94900,Diesel,Manual,First,5.0,16.8,1493.0,110.0,Hyundai,Korea,Asia,c2,6987
Delhi,18395.52,2017,55000,Diesel,Manual,First,7.0,17.6,2179.0,153.86,Tata,India,Asia,c4,32066
Coimbatore,59693.46,2015,53735,Diesel,Automatic,Second,7.0,12.07,2967.0,241.4,Audi,Germany,Europe,c5,2935
Coimbatore,4123.66,2008,53934,Petrol,Manual,Second,5.0,18.9,998.0,67.1,Maruti,India,Asia,c1,2935
Bangalore,42156.4,2013,58500,Diesel,Automatic,Second,5.0,17.09,1995.0,218.0,BMW,Germany,Europe,c5,13193
Kolkata,4215.64,2014,48000,Petrol,Manual,First,5.0,18.0,1198.0,86.7,Honda,Japan,Asia,c1,15134
Mumbai,4292.29,2016,24000,Petrol,Manual,First,5.0,24.7,796.0,47.3,Maruti,India,Asia,c1,20961
Mumbai,9887.59,2016,52001,Petrol,Manual,First,5.0,17.01,1591.0,121.3,Hyundai,Korea,Asia,c3,20961
Coimbatore,9013.8,2018,9565,Petrol,Manual,First,5.0,23.84,1199.0,84.0,Tata,India,Asia,c3,2935
Pune,7128.26,2013,32953,Petrol,Manual,First,5.0,18.6,1197.0,85.8,Maruti,India,Asia,c2,6987
Jaipur,3832.4,2014,18000,Petrol,Manual,First,5.0,21.1,814.0,55.2,Hyundai,Korea,Asia,c1,4107
Kochi,78717.5,2018,20446,Petrol,Automatic,First,5.0,12.6,1950.0,191.34,Mercedes-Benz,Germany,Europe,c5,3301
Hyderabad,10500.78,2016,33016,Diesel,Manual,First,5.0,22.54,1396.0,88.73,Hyundai,Korea,Asia,c3,10534
Chennai,8048.04,2012,48000,Diesel,Manual,First,5.0,23.59,1364.0,67.05,Toyota,Japan,Asia,c2,11503
Coimbatore,14149.22,2014,72022,Diesel,Manual,First,5.0,21.43,1364.0,87.2,Toyota,Japan,Asia,c3,2935
Ahmedabad,33725.12,2014,34000,Diesel,Automatic,First,5.0,20.7,1496.0,113.98,Mini,Germany,Europe,c5,8450
Hyderabad,7956.06,2014,69000,Diesel,Manual,First,5.0,20.14,1498.0,88.8,Volkswagen,Germany,Europe,c2,10534
Pune,6668.38,2009,108000,Petrol,Automatic,First,5.0,13.7,1798.0,157.75,Skoda,Germany,Europe,c2,6987
Hyderabad,37557.52,2013,34700,Diesel,Automatic,First,5.0,10.0,2148.0,170.0,Mercedes-Benz,Germany,Europe,c5,10534
Pune,8814.52,2015,79000,Diesel,Manual,First,5.0,17.8,1248.0,75.0,Maruti,India,Asia,c2,6987
Kochi,14087.9,2016,58197,Petrol,Automatic,First,5.0,18.0,1497.0,117.3,Honda,Japan,Asia,c3,3301
Pune,16479.32,2008,66000,Petrol,Automatic,Second,5.0,8.45,2979.0,321.0,BMW,Germany,Europe,c4,6987
Bangalore,4583.55,2009,60000,Petrol,Automatic,First,5.0,19.2,1197.0,80.0,Hyundai,Korea,Asia,c1,13193
Kolkata,5963.21,2014,57000,Diesel,Manual,First,5.0,26.59,1248.0,74.0,Maruti,India,Asia,c2,15134
Coimbatore,17981.62,2018,45555,Diesel,Manual,First,5.0,26.0,1498.0,98.6,Honda,Japan,Asia,c4,2935
Coimbatore,4767.51,2016,55137,Petrol,Manual,First,5.0,14.0,796.0,35.0,Maruti,India,Asia,c1,2935
Jaipur,22151.27,2014,93325,Diesel,Manual,Second,5.0,17.2,1968.0,138.1,Skoda,Germany,Europe,c4,4107
Ahmedabad,13336.75,2018,38000,Diesel,Manual,First,7.0,24.52,1248.0,88.5,Maruti,India,Asia,c3,8450
Kochi,7726.12,2016,57738,Diesel,Manual,First,5.0,24.0,1120.0,70.0,Hyundai,Korea,Asia,c2,3301
Jaipur,13030.16,2017,38282,Diesel,Manual,First,5.0,28.09,1248.0,88.5,Maruti,India,Asia,c3,4107
Delhi,23990.82,2014,64000,Diesel,Automatic,First,5.0,19.27,2143.0,170.0,Mercedes-Benz,Germany,Europe,c4,32066
Mumbai,8661.22,2015,32000,Diesel,Manual,First,5.0,20.5,1248.0,91.72,Fiat,Italy,Europe,c2,20961
Bangalore,25293.84,2010,83000,Petrol,Automatic,First,5.0,10.93,2497.0,204.0,Mercedes-Benz,Germany,Europe,c4,13193
Ahmedabad,3065.92,2011,76000,CNG,Manual,First,5.0,26.3,998.0,67.1,Maruti,India,Asia,c1,8450
Pune,5978.54,2012,67200,Petrol,Manual,First,5.0,15.04,1598.0,103.6,Volkswagen,Germany,Europe,c2,6987
Jaipur,22227.92,2013,62655,Diesel,Automatic,First,5.0,18.88,1995.0,184.0,BMW,Germany,Europe,c4,4107
Bangalore,67450.24,2015,16900,Diesel,Automatic,First,5.0,14.69,2993.0,258.0,BMW,Germany,Europe,c5,13193
Delhi,7664.8,2017,8471,Petrol,Manual,First,5.0,18.9,1197.0,81.86,Hyundai,Korea,Asia,c2,32066
Hyderabad,30275.96,2016,69000,Diesel,Automatic,First,7.0,11.36,2755.0,171.5,Toyota,Japan,Asia,c4,10534
Coimbatore,17537.06,2017,30090,Diesel,Automatic,First,5.0,19.6,1461.0,108.45,Renault,France,Europe,c4,2935
Chennai,2682.68,2011,120000,Diesel,Manual,First,5.0,18.0,1248.0,75.0,Tata,India,Asia,c1,11503
Bangalore,8584.58,2013,23000,Diesel,Manual,First,5.0,17.8,1248.0,74.0,Maruti,India,Asia,c2,13193
Kochi,46632.64,2016,35939,Petrol,Manual,First,5.0,12.3,1796.0,185.0,Mercedes-Benz,Germany,Europe,c5,3301
Coimbatore,14670.43,2013,116694,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c3,2935
Mumbai,5365.36,2016,40448,Diesel,Manual,First,7.0,15.96,2523.0,63.0,Mahindra,India,Asia,c1,20961
Coimbatore,16034.76,2018,64456,Diesel,Manual,First,5.0,24.3,1248.0,88.5,Maruti,India,Asia,c4,2935
Pune,7434.86,2014,52782,Diesel,Manual,First,5.0,20.5,1248.0,91.72,Fiat,Italy,Europe,c2,6987
Kochi,8707.21,2016,51672,Petrol,Manual,First,5.0,19.5,1199.0,88.76,Honda,Japan,Asia,c2,3301
Mumbai,20311.72,2015,56073,Petrol,Automatic,First,5.0,13.7,1798.0,157.75,Skoda,Germany,Europe,c4,20961
Bangalore,24527.36,2011,65000,Diesel,Automatic,First,5.0,14.74,2993.0,270.9,Jaguar,UK,Europe,c4,13193
Chennai,4598.88,2013,79000,Petrol,Manual,First,5.0,18.9,998.0,67.1,Maruti,India,Asia,c1,11503
Kolkata,1517.63,2007,43206,Petrol,Manual,First,5.0,17.0,1086.0,62.1,Hyundai,Korea,Asia,c1,15134
Mumbai,7664.8,2010,70200,Petrol,Automatic,First,5.0,14.53,1798.0,138.1,Toyota,Japan,Asia,c2,20961
Delhi,7281.56,2016,42000,Petrol,Manual,First,5.0,16.1,1197.0,85.0,Maruti,India,Asia,c2,32066
Bangalore,8201.34,2014,62000,Petrol,Manual,First,5.0,16.47,1198.0,74.0,Volkswagen,Germany,Europe,c2,13193
Hyderabad,9167.1,2017,20000,Petrol,Manual,First,5.0,18.9,1197.0,81.86,Hyundai,Korea,Asia,c3,10534
Chennai,5365.36,2011,80000,Diesel,Manual,Third,5.0,21.5,1248.0,88.8,Maruti,India,Asia,c1,11503
